gene_symbol,log2fc,pvalue,padj,diffexpressed,is_purinergic,purinergic_category,is_mitochondrial,mito_category,mito_complex,is_crosstalk,top_hallmark
MSL3B,-0.41651893190781175,0.14694000619429468,0.14694000619429468,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
PRDM7,0.1934840715096949,0.14697393816117363,0.14697393816117363,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
ADCY5,0.4188582571114434,0.14698019610525567,0.14698019610525567,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
STAG2-AS1,-0.43668757533904173,0.14699639454938515,0.14699639454938515,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
ZBTB7C,0.9434307875640014,0.14699859752941263,0.14699859752941263,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
DLD,-0.07860307226789545,0.1470539870393733,0.1470539870393733,NS,FALSE,NA,TRUE,tca_cycle,NA,FALSE,NA
LOC105373905,0.03288380701287344,0.14708351124898572,0.14708351124898572,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
MSX1,-0.8707971733201819,0.14715290536191514,0.14715290536191514,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
AQP4-AS1,-0.24760964125582272,0.14715534713727202,0.14715534713727202,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
TRAV8-3,0.6911112451167859,0.14716779183910655,0.14716779183910655,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
ZBTB7A,-0.161642260755882,0.14726658052576555,0.14726658052576555,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
YTHDF1,0.2180403314808398,0.1472952264690594,0.1472952264690594,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
LOC100130283,0.1985472051385396,0.14731828801379637,0.14731828801379637,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
LOC105374568,0.09464020600113944,0.147368999157636,0.147368999157636,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
METTL16,-0.2298295684691967,0.14743745111170412,0.14743745111170412,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
TMEM178A,0.528286119044659,0.14748188233600593,0.14748188233600593,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
LOC105377067,-0.04245246946012353,0.1474919881831604,0.1474919881831604,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
MIR5010,0.5803592373798461,0.14759179588724194,0.14759179588724194,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
EVI5L,0.4365231507161346,0.14762811678831,0.14762811678831,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
LOC100507634,0.33834815130367085,0.14763007588924862,0.14763007588924862,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
LOC107985345,-0.1818924159619124,0.14769427806574284,0.14769427806574284,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
ND4,-0.07145535998525321,0.14774403132600755,0.14774403132600755,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
ADAMTS9,-1.4325991388160273,0.14775365796760795,0.14775365796760795,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
WSCD2,0.9062094592491988,0.14776440757380058,0.14776440757380058,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
WDR87BP,0.22733554117171972,0.14778139029351084,0.14778139029351084,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
NTRK3,0.664415704689357,0.14779760005770495,0.14779760005770495,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
LOC105376950,0.10304163368217042,0.1477997270020539,0.1477997270020539,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
BET1L,0.23183176828039156,0.14784472093118836,0.14784472093118836,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
LINC03129,0.09009003268113276,0.14785691911805948,0.14785691911805948,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
FAM27E3,-0.5652415100374015,0.14789955716622455,0.14789955716622455,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
KRT17,-1.9187930788397909,0.14795587967863,0.14795587967863,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
XCR1,0.01383992587281495,0.14798048215016563,0.14798048215016563,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
STEAP2,-0.5977071628515103,0.14804726463533663,0.14804726463533663,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
SEMA5A,-0.5781479126671065,0.14805138444852398,0.14805138444852398,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
LPCAT3,0.2522032391497234,0.1480708644654693,0.1480708644654693,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
PRKCE,0.833143842847809,0.14807149523415955,0.14807149523415955,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
LOC112267897,0.09078754890970392,0.14808606821655088,0.14808606821655088,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
ACE2,-0.12184715877703696,0.1481037443233892,0.1481037443233892,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
LINC01043,0.01416107635159833,0.1481118148697636,0.1481118148697636,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
PEX16,0.35931674082210563,0.14813775737727988,0.14813775737727988,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
TAMALIN-AS1,0.2494485542478929,0.14815411214848417,0.14815411214848417,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
LINC02736,0.16907189220735094,0.14822850141772367,0.14822850141772367,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
MIR181B1,0.9206620508330456,0.14824515751294084,0.14824515751294084,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
IQCJ-SCHIP1,-0.224179963827092,0.14826019811415744,0.14826019811415744,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
CHRNA7,0.3469648311910662,0.14836968720580349,0.14836968720580349,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
ZNF436,-0.3814435952063223,0.14837801676670365,0.14837801676670365,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
MIR3658,0.22800927659394815,0.14839950948071212,0.14839950948071212,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
SNORD115-12,1.1210709016842613,0.14840264490723062,0.14840264490723062,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
RNGTT,0.20946578728871476,0.14840702761746763,0.14840702761746763,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
RBM17,-0.15527072411931706,0.14842100940617137,0.14842100940617137,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
TOMM34,-0.11385403418949051,0.14849581965018602,0.14849581965018602,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
GNAT1,0.33737653970720605,0.1485139528851134,0.1485139528851134,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
PAK5,0.6690375493201,0.14851603703343275,0.14851603703343275,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
ANKRD34B,1.014388162091726,0.14853440561404577,0.14853440561404577,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
ARHGAP24,0.4660826871502539,0.1485438659304954,0.1485438659304954,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
LOC105370668,0.05945197528130423,0.1485555812885362,0.1485555812885362,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
LOC105378626,0.20528335244176735,0.1485892770866045,0.1485892770866045,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
LOC105375964,-0.17013383009521635,0.14868986881674012,0.14868986881674012,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
P2RY12,0.12112194364423548,0.14871207286555052,0.14871207286555052,NS,TRUE,P2Y_receptors,FALSE,NA,NA,FALSE,NA
LOC112268411,-0.06453722568053755,0.1487259928189898,0.1487259928189898,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
LOC100240734,1.0665360961781012,0.14873453298072797,0.14873453298072797,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
LOC286083,0.07482440198522415,0.14874308400381236,0.14874308400381236,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
ALOX12P2,0.15483184915083145,0.1487866697155014,0.1487866697155014,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
ROBO1,0.5841326353119167,0.14879939223824165,0.14879939223824165,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
LOC100130298,0.4317452611805589,0.1488047023414499,0.1488047023414499,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
TCF7L1-IT1,-0.34014087445532254,0.14883231732073213,0.14883231732073213,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
LARGE-AS1,0.10447817094319004,0.14883654861840023,0.14883654861840023,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
SPR,0.2809573659335662,0.14883785286994242,0.14883785286994242,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
HOXD3,0.8873250616630528,0.14884500583071456,0.14884500583071456,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
SNORD62A,1.2192384137966534,0.14886038726867565,0.14886038726867565,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
TRT-AGT5-1,0.8137142535145181,0.14892966581216263,0.14892966581216263,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
LOC107986926,0.02120377040407666,0.14893880417286248,0.14893880417286248,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
RTN2,0.874391200284419,0.1489458733369982,0.1489458733369982,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
UCHL3,0.19524747938469145,0.14898365163695482,0.14898365163695482,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
LINC01797,0.6153146527945657,0.14898990147409585,0.14898990147409585,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
TRIM43,-0.3810840419051716,0.14901241182245784,0.14901241182245784,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
LOC105369685,0.2327686898123094,0.14901702804765382,0.14901702804765382,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
LOC105374470,0.4323819771833342,0.14902500985694273,0.14902500985694273,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
CACNA1I,0.6884227265436782,0.1490628221948207,0.1490628221948207,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
LOC112268467,0.1516600394464418,0.14908056722261387,0.14908056722261387,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
SLFNL1,0.20034699088493368,0.14914442205769618,0.14914442205769618,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
HGD,0.07898469495213072,0.14916524796417197,0.14916524796417197,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
TMEM268,0.3230706612559013,0.14920045421463551,0.14920045421463551,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
GBP5,-0.4410726630931601,0.1492156068996789,0.1492156068996789,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
LINC02988,0.3378207839030953,0.14922039631032263,0.14922039631032263,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
MNX1-AS1,0.5575482638939964,0.1492319379583072,0.1492319379583072,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
FOXP1,0.4730966678647664,0.14925693881300034,0.14925693881300034,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
PRKCZ-DT,0.25770276430801803,0.1492583255870067,0.1492583255870067,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
LOC285889,-0.09811183067271664,0.14925982001997187,0.14925982001997187,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
ADRA1A,0.8189402159792206,0.14928741960435335,0.14928741960435335,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
IL11RA,0.34003892161290594,0.14928905520667465,0.14928905520667465,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
