ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment
downstream,downstream,12,-0.716847197170595,-1.7748716656269992,0.007472300953362535,0.052306106673537744,0.047193479705447586,4069,"tags=50%, list=11%, signal=45%",TNF/CASP1/IL6/NFKB2/IL18/NFKB1
adenosine_metabolism,adenosine_metabolism,12,0.5214718044985522,1.1938311495498921,0.24522136905734357,0.8582747917007025,0.7743832707074008,5638,"tags=33%, list=15%, signal=28%",SLC28A1/SLC29A3/SLC28A2/SLC29A1
P2Y_receptors,P2Y_receptors,10,0.48995973661814757,1.0685057461219079,0.38939368907979516,0.8639520958083833,0.7795056503534283,4187,"tags=30%, list=11%, signal=27%",P2RY12/P2RY8/P2RY6
P1_receptors,P1_receptors,4,-0.5354991720433525,-0.9367535059935349,0.5425482980680773,0.8639520958083833,0.7795056503534283,385,"tags=25%, list=1%, signal=25%",ADORA2B
P2X_receptors,P2X_receptors,7,0.4538845019427473,0.8924637956575763,0.6171086398631309,0.8639520958083833,0.7795056503534283,5611,"tags=43%, list=15%, signal=36%",P2RX5/P2RX1/P2RX2
atp_release,atp_release,13,0.30653669311635057,0.7152467454269901,0.8514593184412196,0.9728651237031125,0.8777730439426579,4733,"tags=31%, list=13%, signal=27%",PANX1/CALHM1/CALHM2/PANX2
ectonucleotidases,ectonucleotidases,20,0.22163133247614947,0.5790936058251697,0.9728651237031125,0.9728651237031125,0.8777730439426579,3004,"tags=10%, list=8%, signal=9%",PNP/ENPP7
