"gene_symbol","category","complex","log2fc","pvalue","padj","diffexpressed","sig","direction"
"SSBP1","mtdna_maintenance",NA,-0.0287957416492373,0.748819044164257,0.748819044164257,"NS",FALSE,"NS"
"TOP1MT","mtdna_maintenance",NA,0.0101530204052166,0.937051411001772,0.937051411001772,"NS",FALSE,"NS"
"POLRMT","mtdna_maintenance",NA,-0.0891493297278012,0.729813663910805,0.729813663910805,"NS",FALSE,"NS"
"TFB1M","mtdna_maintenance",NA,-0.02061858332962,0.800833477556272,0.800833477556272,"NS",FALSE,"NS"
"TFB2M","mtdna_maintenance",NA,-0.141034106668077,0.461199033072061,0.461199033072061,"NS",FALSE,"NS"
"MTERF1","mtdna_maintenance",NA,0.0601780822609063,0.71372303275266,0.71372303275266,"NS",FALSE,"NS"
"MTERF2","mtdna_maintenance",NA,-0.15220844467177,0.169322659197209,0.169322659197209,"NS",FALSE,"NS"
"MTERF3","mtdna_maintenance",NA,-0.000214351837685391,0.998969788533854,0.998969788533854,"NS",FALSE,"NS"
"MTERF4","mtdna_maintenance",NA,0.0399454440884314,0.719847329049561,0.719847329049561,"NS",FALSE,"NS"
"RHOT1","mito_transport",NA,-0.190890497438172,0.285482216907037,0.285482216907037,"NS",FALSE,"NS"
"RHOT2","mito_transport",NA,-0.171876489623824,0.516055796452813,0.516055796452813,"NS",FALSE,"NS"
"TRAK1","mito_transport",NA,-0.156953102930705,0.344582040491265,0.344582040491265,"NS",FALSE,"NS"
"TRAK2","mito_transport",NA,-0.175815835264302,0.449398718381633,0.449398718381633,"NS",FALSE,"NS"
"KIF5A","mito_transport",NA,0.373152564851785,0.21085409770214,0.21085409770214,"NS",FALSE,"NS"
"KIF5B","mito_transport",NA,-0.0197589809355905,0.831110099196492,0.831110099196492,"NS",FALSE,"NS"
"KIF5C","mito_transport",NA,0.339690749106304,0.186239684035716,0.186239684035716,"NS",FALSE,"NS"
"TOMM20","mito_transport",NA,0.0160809414285185,0.854359117780151,0.854359117780151,"NS",FALSE,"NS"
"TOMM22","mito_transport",NA,0.0482660532160955,0.508275007011827,0.508275007011827,"NS",FALSE,"NS"
