"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0030169","low-density lipoprotein particle binding","1/8","17/18535",0.0588235294117647,136.286764705882,11.5960413126902,0.00731533553130492,0.0458220746950553,0.0150730508865314,"COLEC12",1
"GO:0005044","scavenger receptor activity","1/8","27/18535",0.037037037037037,85.8101851851852,9.1638330878467,0.0115965642943378,0.0458220746950553,0.0150730508865314,"COLEC12",1
"GO:0071813","lipoprotein particle binding","1/8","32/18535",0.03125,72.40234375,8.40027307655272,0.013731113635218,0.0458220746950553,0.0150730508865314,"COLEC12",1
"GO:0071814","protein-lipid complex binding","1/8","32/18535",0.03125,72.40234375,8.40027307655272,0.013731113635218,0.0458220746950553,0.0150730508865314,"COLEC12",1
"GO:0030020","extracellular matrix structural constituent conferring tensile strength","1/8","45/18535",0.0222222222222222,51.4861111111111,7.04590433263554,0.0192620761798323,0.0458220746950553,0.0150730508865314,"COL22A1",1
"GO:0042605","peptide antigen binding","1/8","45/18535",0.0222222222222222,51.4861111111111,7.04590433263554,0.0192620761798323,0.0458220746950553,0.0150730508865314,"MICA",1
"GO:0038187","pattern recognition receptor activity","1/8","47/18535",0.0212765957446809,49.2952127659574,6.88866505170162,0.0201105800356836,0.0458220746950553,0.0150730508865314,"COLEC12",1
"GO:0038024","cargo receptor activity","1/8","65/18535",0.0153846153846154,35.6442307692308,5.81408230623778,0.027718256445697,0.0458220746950553,0.0150730508865314,"COLEC12",1
"GO:0050840","extracellular matrix binding","1/8","65/18535",0.0153846153846154,35.6442307692308,5.81408230623778,0.027718256445697,0.0458220746950553,0.0150730508865314,"SPARCL1",1
"GO:0005518","collagen binding","1/8","69/18535",0.0144927536231884,33.5778985507246,5.63362867644918,0.0294018152570636,0.0458220746950553,0.0150730508865314,"SPARCL1",1
"GO:0048029","monosaccharide binding","1/8","74/18535",0.0135135135135135,31.3091216216216,5.42860973548937,0.0315026763528505,0.0458220746950553,0.0150730508865314,"COLEC12",1
