"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0098839","postsynaptic density membrane","3/22","125/19729",0.024,21.5225454545455,7.69053401845917,0.000350137106801271,0.015939050830603,0.0114232839099506,"ASIC2/GPR158/GRIK1",3
"GO:0099634","postsynaptic specialization membrane","3/22","157/19729",0.0191082802547771,17.135784597568,6.7821114477991,0.000681280740200413,0.015939050830603,0.0114232839099506,"ASIC2/GPR158/GRIK1",3
"GO:0098984","neuron to neuron synapse","4/22","412/19729",0.00970873786407767,8.70653133274492,5.28178025039196,0.00101738622322998,0.015939050830603,0.0114232839099506,"CALCA/ASIC2/GPR158/GRIK1",4
