gene_symbol,log2fc,pvalue,padj
LOC105378144,-2.471151382288404,0.014019854,0.014019854
LOC105378178,2.084577849014748,0.019138407,0.019138407
LOC105378313,1.5854102331992397,0.018780005,0.018780005
LOC105378314,1.5647900795567975,0.010483115,0.010483115
SYNPO2L-AS1,0.468303089484008,0.030258606,0.030258606
LOC105378379,1.3990448974747476,0.033912371,0.033912371
LINC02641,1.3254688347511614,0.00762792,0.00762792
JAKMIP3-AS1,0.7051500618173979,0.027010394,0.027010394
LOC105378764,4.484945755021096,0.022716571,0.022716571
LOC105378847,-2.051442795813022,0.005859094,0.005859094
SV2C-AS1,1.069308045358904,0.009219806,0.009219806
EDIL3-DT,0.6740899144665513,0.016773213,0.016773213
LOC105379176,1.6088351802071394,0.003842303,0.003842303
CTB-49A3.2,0.8933772123842413,0.011271162,0.011271162
LOC105379222,1.90291525814361,0.014724393,0.014724393
LOC105379252,0.6535816508591633,0.032906887,0.032906887
LOC105379329,1.4782202092014511,8.14127e-4,8.14127e-4
LOC105379437,-1.352178314678957,0.042916754,0.042916754
FAM242E,-0.9463204022940895,0.031233887,0.031233887
LINC01670,0.9692413900370888,0.011644916,0.011644916
LOC105379499,0.770617492746173,0.003889497,0.003889497
LOC105379507,-0.37801183230547447,0.020698639,0.020698639
LOC105379841,-1.0874445245497029,0.04013741,0.04013741
ERN2,1.1199718854979495,0.024049153,0.024049153
PAICS,-0.28216434398980555,0.007745969,0.007745969
KCNK15-AS1,0.47619314857844175,0.001750363,0.001750363
ARID3B,0.4009966467878855,0.035542831,0.035542831
MTX2,0.15104036226261958,0.034003219,0.034003219
DCTN6,0.13514582023371569,0.047817242,0.047817242
ARPP21,1.2204072379209714,0.027476666,0.027476666
LOC107983981,1.8806332448849374,0.019977915,0.019977915
LOC107984019,1.0184954907270725,0.005228719,0.005228719
LOC107984214,1.116676963904753,0.049386221,0.049386221
LOC107984242,-1.3317722478259637,0.011210157,0.011210157
LOC107984402,1.5897611307409198,0.017109114,0.017109114
