"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"C1854065","LATE-ONSET RETINAL DEGENERATION (disorder)","3/61","17/21671",0.176470588235294,62.6933461909354,13.51950251184,1.40298974795538e-05,0.0155936165551969,0.0136903271683742,"C1QTNF5/MFRP/RPE65",3
"C0280856","Squamous cell carcinoma of vulva","4/61","57/21671",0.0701754385964912,24.9306873741731,9.61151874488497,2.00698287984642e-05,0.0155936165551969,0.0136903271683742,"RPE65/CDK1/CD44/LRIG1",4
"C0585362","Squamous cell carcinoma of mouth","5/61","123/21671",0.040650406504065,14.4415567106491,7.94265375477535,2.50432814055625e-05,0.0155936165551969,0.0136903271683742,"RPE65/CD44/TNFSF10/SCUBE2/NLRP2",5
