gene_symbol,log2fc,pvalue,padj,diffexpressed,is_purinergic,purinergic_category,is_mitochondrial,mito_category,mito_complex,is_crosstalk,top_hallmark
PARL,0.15738594021582555,0.018233229,0.018233229,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
LINC00184,2.9993425587236295,0.018269648,0.018269648,Upregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
MIR1976,2.5416317742984935,0.018314397,0.018314397,Upregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
SNORD127,-1.1393964888634642,0.018343197,0.018343197,Downregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
RPE65,-2.124964940423873,0.01861879,0.01861879,Downregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
CLEC1A,3.394771311389984,0.018682704,0.018682704,Upregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
CDK1,-1.4995169534165242,0.018689149,0.018689149,Downregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
DDX60,-0.6496548854910597,0.018728101,0.018728101,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
DCUN1D1,-0.22083164325923876,0.018744127,0.018744127,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
PCED1B-AS1,1.811906059563125,0.018753174,0.018753174,Upregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
TREX2,2.1898388855216298,0.018810274,0.018810274,Upregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
LOC107985584,0.8977143967724671,0.018871168,0.018871168,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
LOC107987032,2.411625210295909,0.018872031,0.018872031,Upregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
MIR1276,-2.002674134512455,0.019155955,0.019155955,Downregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
PROX1,-0.6189470894368679,0.019274946,0.019274946,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
GPR161,-0.4171223181190989,0.019295016,0.019295016,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
MIR3614,-0.7544397355822442,0.019304786,0.019304786,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
NEMP1,-0.4759787368699652,0.019542242,0.019542242,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
LOC105379329,1.6616796739157642,0.019727622,0.019727622,Upregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
ND4L,-0.13006855527478003,0.019785664,0.019785664,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
CD44,-1.0565619640453854,0.019831731,0.019831731,Downregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
BDKRB1,1.3076610018668076,0.019859649,0.019859649,Upregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
TYR,-2.216198906806204,0.019964851,0.019964851,Downregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
NAMPT,-0.8240201980113062,0.020060364,0.020060364,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
KAT2B,-0.4624967524226631,0.020078107,0.020078107,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
ZIK1,0.24561029258675823,0.020092867,0.020092867,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
LOC101928234,-0.9642137237275754,0.020150894,0.020150894,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
LOC105374352,0.8432698387651204,0.020257021,0.020257021,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
IL20RA,-1.136985001834464,0.020446285,0.020446285,Downregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
SLC38A8,2.2666169174519983,0.020455258,0.020455258,Upregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
WWC1,-1.164633982433345,0.020512842,0.020512842,Downregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
PAQR5,-0.6291587325231923,0.020542052,0.020542052,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
RNF121,0.31042428079756,0.020591351,0.020591351,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
LIPT1,-0.38461989298897065,0.020665824,0.020665824,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
LOC105374343,-2.626048855905295,0.020728366,0.020728366,Downregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
LOC374443,-0.48227960694398914,0.020762322,0.020762322,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
LARS1,-0.3858870486768775,0.020763164,0.020763164,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
HP1BP3,-0.2381183351046069,0.020793864,0.020793864,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
C8orf76,0.2585913573396652,0.020831937,0.020831937,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
BCKDHB,-0.42124264857339416,0.020839832,0.020839832,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
RNF19A,-0.7644197802961641,0.020950114,0.020950114,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
ZC3H7B,-0.4000085764433758,0.020952888,0.020952888,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
LINC00552,3.5715978041770677,0.021053403,0.021053403,Upregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
DDB1,0.1622831980500592,0.021172091,0.021172091,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
ECT2,-0.2939768755668161,0.021189293,0.021189293,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
LINC02902,1.1367453844142854,0.021290209,0.021290209,Upregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
NIPAL3,0.4122192995487433,0.021297745,0.021297745,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
LOC105377113,-2.2790931802472403,0.021397159,0.021397159,Downregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
P3H2-AS1,-0.45832083251129463,0.021466693,0.021466693,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
PLEKHA4,-0.7645163920576377,0.021486855,0.021486855,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
LOC105374811,0.5831370863901142,0.021782158,0.021782158,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
LOC101927823,1.3912040367572511,0.021806184,0.021806184,Upregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
RIOK2,0.19399539140887417,0.02187948,0.02187948,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
RPS9,-0.25316281744285424,0.021895212,0.021895212,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
LINC01275,1.159918348096762,0.022012608,0.022012608,Upregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
TPST1,0.2817724049433474,0.022057514,0.022057514,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
DNAJC14,0.1755735155266166,0.022118262,0.022118262,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
MCUR1,-0.23870575386916223,0.022141412,0.022141412,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
WIPI2,0.1463038915729193,0.022149601,0.022149601,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
LOC105373224,3.192339210087006,0.022154547,0.022154547,Upregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
LOC642929,2.393028343455731,0.022249253,0.022249253,Upregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
CFHR1,1.5819509244890009,0.022286054,0.022286054,Upregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
CCDC25,-0.2531573978141553,0.022297655,0.022297655,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
PLEKHA8P1,0.5685726428798237,0.022310985,0.022310985,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
TMEM92-AS1,1.2991574603375915,0.022312535,0.022312535,Upregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
LOC107986453,2.5977766262655693,0.022447969,0.022447969,Upregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
LOC105375118,2.971550013531509,0.022530516,0.022530516,Upregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
RNF212,0.4743171234174288,0.022698434,0.022698434,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
MIR8075,-0.9684632599807598,0.022763944,0.022763944,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
ZNF542P,0.3123766637835957,0.022766477,0.022766477,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
LOC105373311,0.8250868292121739,0.023003279,0.023003279,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
LINC00484,2.558662799012206,0.023028382,0.023028382,Upregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
RHOT1,-0.2965823481744826,0.023040126,0.023040126,NS,FALSE,NA,TRUE,mito_transport,NA,FALSE,NA
MIR3944,3.588048197293853,0.023042678,0.023042678,Upregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
FGL1,2.3810989435840977,0.023046163,0.023046163,Upregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
LOC105372319,2.4178133116550007,0.023075488,0.023075488,Upregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
LINC02846,1.309474058696781,0.023108024,0.023108024,Upregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
SOCS1,0.6527820093625979,0.023116962,0.023116962,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
LOC105376391,-2.4704804565776164,0.023128691,0.023128691,Downregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
ABT1,0.3490599148413787,0.023349514,0.023349514,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
LOC105373369,2.305764952200261,0.023371307,0.023371307,Upregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
LOC105372246,2.2846876205128854,0.02342547,0.02342547,Upregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
LINC01749,2.4990917057427673,0.023453899,0.023453899,Upregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
MIR6808,2.4991672451991764,0.02345782,0.02345782,Upregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
MCOLN1,0.4353882909143312,0.023507183,0.023507183,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
SALL1,-1.0017687458982163,0.023706894,0.023706894,Downregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
IKZF1,-1.0942719877873104,0.023821969,0.023821969,Downregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
NFKB1,-0.6599751436686598,0.023937675,0.023937675,NS,TRUE,downstream,FALSE,NA,NA,FALSE,NA
RNFT1,-0.29572484878932676,0.023961161,0.023961161,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
LOC105377399,-1.2947522261486222,0.024120415,0.024120415,Downregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
NPL,-0.7738313376542726,0.024201898,0.024201898,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
INSR,0.5627448745727883,0.024211196,0.024211196,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
PTPN3,-0.8696359637459415,0.024225008,0.024225008,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
CLP1,0.22034531919033673,0.024230933,0.024230933,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
CYP8B1,1.420215342314277,0.024242057,0.024242057,Upregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
TBC1D13,0.21189462109778728,0.024497679,0.024497679,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
LINC00899,-1.4464277963319196,0.024540844,0.024540844,Downregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
BTC,-0.9714347628868484,0.024683223,0.024683223,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
LOC105375743,2.5649607599569877,0.024717608,0.024717608,Upregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
LOC105375193,2.5645243901875436,0.024751603,0.024751603,Upregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
CHST15,0.6049792713811035,0.024788507,0.024788507,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
CD8B,1.5868536716266606,0.024840694,0.024840694,Upregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
LAP3,-0.25098731291390636,0.025169115,0.025169115,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
PIPOX,-0.6734198571437834,0.025211308,0.025211308,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
LINC01535,1.0267569931033451,0.025354783,0.025354783,Upregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
SEPSECS-AS1,-1.1888749256489806,0.025368636,0.025368636,Downregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
LARGE1-AS1,0.8305891055491675,0.025390603,0.025390603,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
OPALIN,1.4351731820248428,0.025482119,0.025482119,Upregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
ASB16-AS1,0.39399882287063737,0.025537713,0.025537713,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
MTHFD1,-0.4545658629311498,0.025585145,0.025585145,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
LOC105372960,1.0845592005344218,0.025613167,0.025613167,Upregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
ARHGAP28-AS1,1.309378979003515,0.025706662,0.025706662,Upregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
LOC105374334,-0.3504572150522698,0.025767419,0.025767419,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
SLC45A3,-0.2544783982430577,0.025837822,0.025837822,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
LOC105378947,1.8431154794016993,0.026057478,0.026057478,Upregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
LOC102725116,1.41217026753575,0.026478731,0.026478731,Upregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
LOC105374042,0.8732235820680819,0.026479728,0.026479728,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
GPR155,0.41539380239483686,0.026517194,0.026517194,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
TCN2,0.5797764826969022,0.026572903,0.026572903,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
CDIPTOSP,0.3710412261221824,0.026694709,0.026694709,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
GUF1,-0.33370023177611086,0.026716892,0.026716892,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
ALKAL1,2.1192027069651336,0.026863028,0.026863028,Upregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
LOC107986476,1.0810760954076697,0.026919184,0.026919184,Upregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
IRF2,-0.4752908054427364,0.027046389,0.027046389,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
PNOC,1.007154329458394,0.027085846,0.027085846,Upregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
OSTF1,0.4616210744335616,0.027122474,0.027122474,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
PITX2,-1.9197875876208528,0.02712693,0.02712693,Downregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
SNORD64,-0.4947875423182533,0.027215146,0.027215146,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
ITPRIP-AS1,2.5222918131764764,0.027219079,0.027219079,Upregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
DLX6-AS1,-3.5407005235907234,0.02734455,0.02734455,Downregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
LOC105376244,2.737992411667652,0.027387408,0.027387408,Upregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
PDK1,0.5393150758680981,0.027627363,0.027627363,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
HCG15,0.4278879566983643,0.027674755,0.027674755,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
CLEC7A,3.103291555091424,0.027919631,0.027919631,Upregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
LOC100192426,1.6987354568247566,0.027947834,0.027947834,Upregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
SAMD1,0.18202157951702908,0.028069537,0.028069537,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
TEX48,3.1673863855167985,0.028230434,0.028230434,Upregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
TRAV19,2.3608873178314655,0.028317984,0.028317984,Upregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
LINC02842,3.8983240595582016,0.028320071,0.028320071,Upregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
EIF2D,-0.23724242268146753,0.028339393,0.028339393,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
FBXO2,0.390534696181232,0.028398114,0.028398114,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
STON1,-0.6985899287723656,0.02839935,0.02839935,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
GOLGA8M,0.32013172188949124,0.028482349,0.028482349,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
ADGRL2,0.6358171813849622,0.028588542,0.028588542,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
NPFFR1,1.047462596076266,0.02862273,0.02862273,Upregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
LOC105371206,1.375335764262856,0.028789345,0.028789345,Upregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
CLCN4,0.6994660925627223,0.028813286,0.028813286,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
LOC105371709,0.3208209153055085,0.028879539,0.028879539,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
IPO9-AS1,0.2662583069979072,0.028924961,0.028924961,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
PAPPA,0.9959810186540374,0.028959726,0.028959726,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
PLEKHA7,-0.36942617359311775,0.028999347,0.028999347,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
ITPRIP,-0.5393376570021781,0.029124511,0.029124511,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
FEZF1,-2.9063057986911827,0.029138711,0.029138711,Downregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
LOC105377106,2.079630774404707,0.029282818,0.029282818,Upregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
LOC107984126,-0.8131485805146529,0.029343684,0.029343684,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
LINC02766,0.9271625203402764,0.029347991,0.029347991,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
SLC25A26,-0.8164142226439244,0.029426282,0.029426282,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
LOC107984543,2.0346970147604497,0.02949501,0.02949501,Upregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
LOC105370624,-0.5776051078711296,0.029528123,0.029528123,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
LOC105371730,-0.31645940559458524,0.029542582,0.029542582,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
SYTL3,0.18105135087288068,0.02961228,0.02961228,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
SMIM14,0.2162330663668225,0.029663174,0.029663174,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
STAT4,1.128885567154957,0.029785893,0.029785893,Upregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
LINC01659,0.6408944367175224,0.029845837,0.029845837,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
RAB1A,0.1157478660361095,0.02985904,0.02985904,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
KCTD9,-0.30428974885851157,0.029916267,0.029916267,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
LOC105373438,2.164359348093218,0.02998539,0.02998539,Upregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
DEK,-0.44555944387540297,0.030066264,0.030066264,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
FAM149A,0.44624567514697866,0.030068393,0.030068393,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
BTN3A2,-0.6288151279528224,0.030090246,0.030090246,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
ATP6V1B2,0.3561358674909477,0.030230936,0.030230936,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
ARHGAP8,0.8077475908150651,0.03030219,0.03030219,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
LOC107985995,1.4427518704037745,0.030393362,0.030393362,Upregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
NFATC1,-0.7312002274442343,0.030404892,0.030404892,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
HLA-L,-0.5941865499574357,0.030434544,0.030434544,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
JADE2,-0.18797971713879336,0.030445472,0.030445472,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
UBE2L5,1.1202007753007637,0.03046264,0.03046264,Upregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
PFKP-DT,0.5394961783783223,0.030531213,0.030531213,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
LOC105376233,-2.745086620987482,0.030546017,0.030546017,Downregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
LOC105376272,2.1703634105622207,0.030579809,0.030579809,Upregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
SPARCL1,-1.8741078257589283,0.030649813,0.030649813,Downregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
UXT-AS1,-0.10899929740261184,0.030652184,0.030652184,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
HIC1,0.3510415858055693,0.030713,0.030713,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
MIR6793,1.6000076531087433,0.030796072,0.030796072,Upregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
MIR3198-1,-2.168150880288659,0.03080372,0.03080372,Downregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
LOC105373037,1.6500284852547131,0.030809096,0.030809096,Upregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
LOC107987077,-1.5411760948477922,0.030879558,0.030879558,Downregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
LOC105377744,2.0420024064737783,0.030890212,0.030890212,Upregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
DPP3,0.20969475245282315,0.030898791,0.030898791,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
LOC105371972,2.279114014263262,0.030991612,0.030991612,Upregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
PRKACA,0.34995293155687124,0.031087033,0.031087033,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
KCNS2,0.6596742820649691,0.031155504,0.031155504,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
TRMT61B,0.202603523089189,0.031181771,0.031181771,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
EDIL3-DT,1.1115920364109568,0.031348973,0.031348973,Upregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
MAP3K3,0.3933036845430147,0.031381972,0.031381972,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
TMEM41A,0.24144914496792308,0.031407842,0.031407842,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
ZNF626,0.40400930495622694,0.031466758,0.031466758,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
LOC105378662,-0.663494354802903,0.031481198,0.031481198,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
PM20D2,-0.4015052723949434,0.031548883,0.031548883,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
FOSL2,-0.4473510097144454,0.031566622,0.031566622,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
LDHB,-0.12206573038208844,0.031618025,0.031618025,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
CIP2A,-0.4676436622387568,0.03162122,0.03162122,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
SNORA3A,-0.9808291178226536,0.031715408,0.031715408,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
LRRCC1,-0.5590813238971816,0.031762862,0.031762862,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
CAPN1-AS1,0.7483920240606597,0.031769306,0.031769306,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
NPC2,-0.4057464343511258,0.031826754,0.031826754,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
NCAPG2,-0.32748971102453706,0.031874946,0.031874946,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
SLC39A12,-3.3294100913129863,0.03195094,0.03195094,Downregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
HEYL,0.7317135483195162,0.031974264,0.031974264,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
LOC105370926,1.3590755618547228,0.031987841,0.031987841,Upregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
GCDH,-0.3557085337800576,0.032015996,0.032015996,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
GSTM2P1,-1.3250827444469846,0.032045901,0.032045901,Downregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
MAFK,0.4761803733627856,0.032201312,0.032201312,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
PSMF1,-0.2044303359697816,0.032268103,0.032268103,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
LSP1P5,-0.542362807711223,0.032322809,0.032322809,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
SOD1,-0.13374337550681956,0.032323076,0.032323076,NS,FALSE,NA,TRUE,ros_defense,NA,FALSE,NA
NUP37,-0.36887825728725737,0.03237841,0.03237841,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
TFE3,-0.19528039690177176,0.032459316,0.032459316,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
CENPV,-0.40727777185763586,0.032550164,0.032550164,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
LINC00868,-2.78283474204472,0.032635085,0.032635085,Downregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
LRIG1,-1.0936893535448655,0.032682569,0.032682569,Downregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
LOC100288637,-0.7135184915135377,0.032706112,0.032706112,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
NCL,-0.13616985564826012,0.032775349,0.032775349,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
SLC16A7,0.45921652562717,0.032780301,0.032780301,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
SLC6A17-AS1,1.0570539325547148,0.032802272,0.032802272,Upregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
FABP4,3.188328621233707,0.032827573,0.032827573,Upregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
VTRNA1-3,-1.1247530762598754,0.032896974,0.032896974,Downregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
TRIB1,0.6992356041684067,0.032916471,0.032916471,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
ZAR1,0.08647411996286587,0.033130573,0.033130573,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
GPRACR,1.4391023521939774,0.0331614,0.0331614,Upregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
PREB,0.2359967640770072,0.033296389,0.033296389,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
LOC107985728,1.0570000526681511,0.033345541,0.033345541,Upregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
LOC101927238,-2.601366932909479,0.033367044,0.033367044,Downregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
COLEC12,-2.048710723256008,0.033402426,0.033402426,Downregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
ETNK1-DT,1.2970067198185282,0.033405173,0.033405173,Upregulated,FALSE,NA,FALSE,NA,NA,FALSE,NA
LOC105378116,0.456659216003627,0.0334922,0.0334922,NS,FALSE,NA,FALSE,NA,NA,FALSE,NA
